temperature,humidity,distance_km,product_type,category,category_label,initial_shelf_life,packaging_quality,spoilage_days,spoilage_risk
32.9,40.0,187.9,berries,fragile,2,5,3,0.5,1
34.4,63.4,42.6,tomato,normal,1,6,2,0.5,1
23.7,84.1,121.2,potato,hardy,0,29,3,23.1,0
32.0,51.3,73.4,milk,fragile,2,3,3,0.5,1
22.7,74.7,190.4,milk,fragile,2,3,1,0.5,1
38.5,50.7,66.7,milk,fragile,2,5,1,0.5,1
23.0,83.6,244.9,tomato,normal,1,13,2,2.7,1
26.3,60.4,188.3,onion,hardy,0,27,2,18.2,0
20.6,73.5,189.3,potato,hardy,0,20,2,13.5,0
14.3,62.2,254.1,milk,fragile,2,2,1,0.5,1
14.4,52.6,214.1,leafy_vegetables,fragile,2,1,1,0.5,0
22.3,81.1,284.3,tomato,normal,1,15,1,1.9,1
20.0,41.9,282.7,tomato,normal,1,7,2,0.5,1
16.8,82.6,209.0,berries,fragile,2,3,1,0.5,1
30.3,41.3,177.5,potato,hardy,0,28,2,19.8,0
35.9,60.7,115.5,milk,fragile,2,3,3,0.5,1
35.0,37.3,105.0,onion,hardy,0,21,3,15.7,0
7.7,81.2,250.8,onion,hardy,0,22,2,16.8,0
24.1,76.1,16.0,leafy_vegetables,fragile,2,2,3,2.1,0
33.2,81.4,174.8,berries,fragile,2,2,3,0.5,1
19.3,87.0,90.1,leafy_vegetables,fragile,2,3,1,0.5,1
25.2,54.4,160.9,milk,fragile,2,3,3,0.5,1
25.3,76.8,29.2,potato,hardy,0,21,2,19.4,0
5.3,59.9,147.0,onion,hardy,0,24,3,29.5,0
15.9,30.8,29.7,milk,fragile,2,5,1,8.7,0
22.8,40.2,201.6,apple,hardy,0,15,1,7.9,0
25.9,47.2,158.8,potato,hardy,0,21,1,12.0,0
26.6,54.4,295.3,apple,hardy,0,19,1,3.9,1
37.4,53.0,198.8,onion,hardy,0,15,2,1.2,1
30.4,44.9,1.3,onion,hardy,0,20,2,17.9,0
21.7,32.9,291.2,berries,fragile,2,2,2,0.5,1
16.2,59.2,188.2,onion,hardy,0,30,2,27.0,0
33.9,49.8,297.1,tomato,normal,1,14,2,0.5,1
20.7,59.0,137.8,tomato,normal,1,13,1,9.2,0
34.2,50.6,217.8,potato,hardy,0,15,2,3.6,1
25.8,72.0,119.5,berries,fragile,2,1,1,0.5,0
5.3,78.9,32.8,berries,fragile,2,1,3,7.2,0
20.1,62.7,191.7,banana,normal,1,9,3,5.0,0
25.4,43.6,23.2,tomato,normal,1,9,2,8.5,0
30.8,66.2,278.8,apple,hardy,0,28,1,10.0,0
15.1,40.4,163.8,tomato,normal,1,6,1,4.2,0
26.8,42.3,141.4,milk,fragile,2,1,2,0.5,0
37.9,73.7,23.3,apple,hardy,0,26,1,14.0,0
17.5,77.4,289.2,tomato,normal,1,7,1,0.5,1
7.5,34.5,63.9,apple,hardy,0,21,3,32.2,0
6.5,55.6,125.5,carrot,normal,1,14,2,16.6,0
37.6,46.2,193.1,carrot,normal,1,14,2,2.7,1
25.5,84.1,22.6,onion,hardy,0,26,3,20.0,0
20.4,84.8,147.4,tomato,normal,1,6,3,1.9,0
10.5,43.4,206.5,apple,hardy,0,20,2,19.0,0
10.5,91.9,122.2,carrot,normal,1,13,3,13.9,0
10.4,57.4,21.5,milk,fragile,2,4,3,13.5,0
9.5,78.0,119.7,carrot,normal,1,11,1,9.3,0
22.4,52.3,73.3,carrot,normal,1,13,1,12.3,0
22.2,53.3,248.5,carrot,normal,1,8,3,1.3,1
30.8,75.5,74.6,banana,normal,1,15,3,7.0,0
37.3,57.5,84.3,tomato,normal,1,13,3,6.3,0
18.5,51.5,179.0,potato,hardy,0,15,2,11.2,0
29.1,49.2,274.1,milk,fragile,2,3,2,0.5,1
37.1,69.2,241.1,apple,hardy,0,22,3,7.2,0
18.2,73.7,234.9,banana,normal,1,11,1,0.5,1
23.6,63.2,286.4,potato,hardy,0,29,2,21.5,0
11.8,71.7,245.4,tomato,normal,1,13,1,7.9,0
17.6,69.0,36.3,banana,normal,1,15,2,13.1,0
23.0,74.6,195.2,leafy_vegetables,fragile,2,5,2,0.5,1
23.0,68.2,143.5,banana,normal,1,11,3,5.9,0
38.7,60.1,124.4,tomato,normal,1,7,3,0.5,1
14.6,37.1,198.3,onion,hardy,0,16,3,15.5,0
23.6,82.6,234.4,leafy_vegetables,fragile,2,4,1,0.5,1
17.1,41.2,1.8,leafy_vegetables,fragile,2,2,1,4.0,0
27.7,57.4,44.9,tomato,normal,1,9,2,5.6,0
30.7,34.8,189.1,tomato,normal,1,14,2,7.1,0
38.8,83.4,62.1,tomato,normal,1,8,2,0.5,1
34.5,50.4,251.8,leafy_vegetables,fragile,2,2,3,0.5,1
18.8,79.9,128.1,apple,hardy,0,23,3,22.6,0
29.1,81.5,92.7,apple,hardy,0,23,1,12.8,0
32.3,67.4,295.6,banana,normal,1,14,3,0.5,1
7.4,71.6,281.8,tomato,normal,1,11,3,9.7,0
17.4,83.3,14.4,berries,fragile,2,4,1,4.8,0
21.7,83.5,82.1,leafy_vegetables,fragile,2,3,1,0.5,1
39.8,55.9,185.0,carrot,normal,1,9,1,0.5,1
20.1,33.4,29.6,onion,hardy,0,18,1,19.5,0
7.8,79.6,175.8,potato,hardy,0,23,1,20.8,0
35.4,90.7,98.9,carrot,normal,1,8,3,0.5,1
15.7,57.9,92.1,carrot,normal,1,14,3,15.1,0
23.7,37.4,248.7,onion,hardy,0,30,3,24.1,0
22.6,47.9,194.9,apple,hardy,0,24,1,16.8,0
21.6,94.6,294.0,onion,hardy,0,16,3,0.6,1
19.3,88.2,49.6,onion,hardy,0,20,2,19.6,0
10.4,81.3,108.2,onion,hardy,0,29,3,29.9,0
34.7,53.9,177.7,potato,hardy,0,26,2,14.7,0
39.1,33.6,172.6,milk,fragile,2,5,3,0.5,1
10.4,85.2,157.0,apple,hardy,0,20,1,15.3,0
30.5,71.8,101.2,carrot,normal,1,12,3,4.0,0
25.3,41.2,79.2,apple,hardy,0,23,3,23.5,0
30.2,66.1,127.4,banana,normal,1,10,2,2.1,1
36.2,82.3,56.0,milk,fragile,2,5,3,0.5,1
33.1,78.6,238.4,carrot,normal,1,14,1,0.5,1
31.0,56.9,142.6,potato,hardy,0,24,1,14.2,0
38.7,89.2,189.5,onion,hardy,0,18,2,0.5,1
21.5,39.7,79.9,banana,normal,1,15,1,13.5,0
15.7,65.3,7.1,berries,fragile,2,5,1,4.9,0
29.0,80.5,94.1,banana,normal,1,5,1,0.5,1
5.1,49.7,33.5,berries,fragile,2,1,2,11.3,0
37.9,33.5,4.6,onion,hardy,0,22,1,16.6,0
9.7,89.4,141.6,milk,fragile,2,2,1,0.5,1
31.0,79.2,200.4,banana,normal,1,6,3,0.5,1
21.9,65.7,148.0,apple,hardy,0,27,1,18.2,0
16.8,66.9,249.6,tomato,normal,1,11,3,6.0,0
34.5,60.6,117.5,potato,hardy,0,29,2,17.6,0
36.8,86.6,167.9,berries,fragile,2,1,3,0.5,0
38.2,61.5,271.9,berries,fragile,2,1,1,0.5,0
13.8,74.7,223.1,potato,hardy,0,19,2,12.6,0
21.7,86.3,10.6,banana,normal,1,7,1,4.8,0
30.5,90.3,100.5,berries,fragile,2,3,3,0.5,1
20.0,92.8,181.6,carrot,normal,1,12,3,5.2,0
6.2,75.7,84.4,berries,fragile,2,1,3,7.5,0
39.1,70.1,280.9,potato,hardy,0,26,2,5.2,1
8.5,89.9,43.1,tomato,normal,1,14,3,17.0,0
26.7,45.1,1.3,leafy_vegetables,fragile,2,4,3,5.1,0
20.7,80.4,158.5,carrot,normal,1,9,1,3.6,0
6.3,67.9,69.8,onion,hardy,0,27,3,35.7,0
36.5,83.2,297.1,onion,hardy,0,20,2,1.2,1
16.8,38.4,157.4,carrot,normal,1,15,2,12.1,0
5.7,52.6,216.0,carrot,normal,1,10,3,13.5,0
30.1,57.1,227.4,carrot,normal,1,12,1,0.5,1
34.0,54.9,177.1,apple,hardy,0,15,1,0.5,1
23.6,69.4,147.1,potato,hardy,0,23,3,17.7,0
22.9,50.8,51.1,leafy_vegetables,fragile,2,5,1,0.7,1
29.7,62.0,29.2,berries,fragile,2,1,3,0.5,0
39.7,74.4,193.4,apple,hardy,0,29,3,12.2,0
10.1,84.4,5.7,milk,fragile,2,4,1,4.7,0
21.1,32.6,5.3,apple,hardy,0,22,2,25.5,0
24.4,32.1,141.3,banana,normal,1,9,3,9.9,0
23.2,85.8,118.0,carrot,normal,1,11,2,2.1,1
14.8,33.5,238.9,milk,fragile,2,4,1,0.5,1
20.9,82.7,248.6,potato,hardy,0,30,3,17.9,0
6.2,73.8,122.0,banana,normal,1,12,2,16.5,0
23.0,45.8,56.1,milk,fragile,2,2,1,0.5,1
21.4,58.6,134.4,berries,fragile,2,2,3,0.5,1
34.7,86.9,52.0,leafy_vegetables,fragile,2,5,1,0.5,1
15.5,31.2,266.7,tomato,normal,1,15,1,8.2,0
25.9,43.8,255.5,banana,normal,1,8,1,0.5,1
27.6,77.3,144.0,apple,hardy,0,15,3,6.1,0
36.7,81.0,187.1,carrot,normal,1,8,1,0.5,1
8.2,74.1,217.8,potato,hardy,0,27,1,23.8,0
28.5,69.5,125.3,tomato,normal,1,9,1,0.7,1
21.6,82.0,174.6,leafy_vegetables,fragile,2,5,3,0.5,1
24.1,43.9,143.2,leafy_vegetables,fragile,2,1,3,0.5,0
10.6,81.2,295.3,milk,fragile,2,2,2,0.5,1
37.7,30.8,176.8,carrot,normal,1,15,2,3.7,1
14.5,49.8,154.8,leafy_vegetables,fragile,2,1,1,0.5,0
20.1,93.7,27.5,banana,normal,1,14,3,12.2,0
34.1,53.4,129.7,milk,fragile,2,2,2,0.5,1
39.7,76.4,50.0,potato,hardy,0,28,2,16.2,0
23.3,30.5,95.7,banana,normal,1,6,2,6.3,0
13.8,78.0,242.0,onion,hardy,0,17,3,13.0,0
7.7,76.4,2.1,carrot,normal,1,14,3,19.4,0
11.7,55.3,282.2,potato,hardy,0,22,2,16.3,0
32.7,57.5,240.4,apple,hardy,0,28,2,16.4,0
19.5,45.1,147.9,berries,fragile,2,2,1,0.5,1
17.4,51.7,12.3,carrot,normal,1,13,3,17.4,0
19.1,78.1,290.6,berries,fragile,2,2,1,0.5,1
35.6,44.8,3.4,onion,hardy,0,16,3,11.0,0
33.7,58.3,22.6,berries,fragile,2,2,2,0.5,1
27.2,87.2,266.4,carrot,normal,1,7,3,0.5,1
33.3,38.1,291.2,carrot,normal,1,13,2,0.5,1
9.6,68.4,190.3,leafy_vegetables,fragile,2,5,2,4.9,0
34.9,72.8,130.9,tomato,normal,1,9,3,0.5,1
33.9,39.3,93.6,leafy_vegetables,fragile,2,5,3,2.0,0
31.1,62.8,194.7,onion,hardy,0,20,1,6.9,0
11.8,93.2,46.8,apple,hardy,0,26,3,31.0,0
32.8,81.0,72.0,milk,fragile,2,2,1,0.5,1
19.6,66.4,57.0,banana,normal,1,7,2,3.8,0
34.4,51.0,251.8,onion,hardy,0,18,2,5.1,1
7.9,71.7,142.1,apple,hardy,0,20,2,19.1,0
21.0,52.4,208.4,berries,fragile,2,3,2,0.5,1
10.4,47.2,77.4,carrot,normal,1,12,1,16.4,0
15.1,47.5,44.3,carrot,normal,1,13,2,16.4,0
19.9,60.0,7.1,potato,hardy,0,22,3,24.7,0
8.6,33.4,131.4,milk,fragile,2,1,2,4.5,0
30.0,58.3,89.1,berries,fragile,2,3,3,0.5,1
7.9,69.4,32.0,leafy_vegetables,fragile,2,4,2,11.1,0
16.3,46.0,3.7,tomato,normal,1,7,1,8.9,0
21.2,69.1,237.1,tomato,normal,1,10,3,3.1,0
16.1,81.8,130.1,potato,hardy,0,28,1,25.8,0
33.3,40.9,209.8,leafy_vegetables,fragile,2,1,3,0.5,0
26.7,65.4,222.2,potato,hardy,0,26,2,18.2,0
9.4,83.7,259.6,banana,normal,1,15,2,10.1,0
6.1,78.6,227.9,onion,hardy,0,16,3,15.7,0
5.1,92.4,178.0,potato,hardy,0,26,2,24.2,0
31.9,88.8,123.4,milk,fragile,2,5,3,0.5,1
20.2,56.1,173.1,apple,hardy,0,25,3,23.0,0
8.7,85.8,93.6,leafy_vegetables,fragile,2,4,2,5.4,0
23.4,65.4,118.2,potato,hardy,0,30,2,26.1,0
34.6,49.3,106.9,carrot,normal,1,12,1,1.5,1
5.3,74.1,143.7,milk,fragile,2,5,1,7.5,0
33.1,39.1,233.3,banana,normal,1,9,3,0.5,1
29.5,65.6,183.3,tomato,normal,1,14,2,2.5,1
12.3,73.0,273.5,onion,hardy,0,30,3,26.0,0
31.2,86.5,161.4,carrot,normal,1,7,3,0.5,1
17.2,55.3,153.9,milk,fragile,2,1,2,0.5,0
18.9,49.7,214.6,banana,normal,1,6,2,1.0,1
31.0,44.3,111.1,banana,normal,1,13,1,5.4,0
25.0,88.1,143.1,leafy_vegetables,fragile,2,4,2,0.5,1
29.1,60.6,138.2,carrot,normal,1,9,3,0.5,1
36.3,62.3,180.4,banana,normal,1,14,3,0.5,1
24.8,60.6,15.3,tomato,normal,1,6,1,2.5,0
13.6,75.8,30.7,berries,fragile,2,3,1,6.4,0
11.4,30.9,231.8,potato,hardy,0,29,3,28.7,0
21.7,92.0,75.0,berries,fragile,2,1,2,0.5,0
18.6,44.7,254.2,onion,hardy,0,26,2,20.4,0
30.5,54.1,56.1,apple,hardy,0,17,2,11.9,0
39.4,36.3,177.2,potato,hardy,0,28,3,20.2,0
16.1,78.7,41.7,banana,normal,1,14,1,13.6,0
15.0,42.7,4.3,carrot,normal,1,14,2,20.1,0
29.3,55.7,112.4,carrot,normal,1,5,1,0.5,1
5.9,69.3,44.4,milk,fragile,2,1,2,7.3,0
22.2,55.6,183.8,leafy_vegetables,fragile,2,2,1,0.5,1
5.6,84.1,53.2,apple,hardy,0,23,1,27.5,0
30.4,48.5,226.0,carrot,normal,1,9,2,0.5,1
22.5,32.9,56.6,onion,hardy,0,19,1,17.4,0
9.1,91.6,68.2,potato,hardy,0,30,1,28.7,0
20.2,43.1,65.0,tomato,normal,1,8,2,8.1,0
22.6,89.6,212.3,berries,fragile,2,2,1,0.5,1
13.1,88.3,259.0,carrot,normal,1,13,1,5.3,0
11.1,52.2,123.1,milk,fragile,2,4,3,7.0,0
8.4,52.8,251.3,tomato,normal,1,14,3,16.5,0
18.0,80.5,179.2,leafy_vegetables,fragile,2,3,1,0.5,1
9.1,84.2,212.0,tomato,normal,1,7,3,5.8,0
9.7,56.5,32.9,carrot,normal,1,14,1,17.5,0
5.9,90.1,255.7,tomato,normal,1,7,1,0.7,1
13.9,62.9,290.0,milk,fragile,2,5,3,0.5,1
19.1,81.9,157.3,berries,fragile,2,4,1,0.5,1
39.3,76.3,148.5,carrot,normal,1,9,2,0.5,1
14.8,66.2,212.9,milk,fragile,2,3,3,0.8,1
28.6,58.1,245.2,potato,hardy,0,17,2,5.3,0
27.6,85.0,142.2,tomato,normal,1,5,2,0.5,1
8.5,90.6,113.0,apple,hardy,0,17,1,16.9,0
29.3,33.6,86.1,banana,normal,1,14,2,9.9,0
7.3,44.0,39.2,potato,hardy,0,17,1,25.4,0
23.8,81.5,148.9,milk,fragile,2,1,1,0.5,0
13.1,30.4,195.7,potato,hardy,0,29,1,27.0,0
26.7,64.8,19.0,carrot,normal,1,6,2,0.9,1
8.7,90.0,241.7,potato,hardy,0,17,3,14.8,0
15.4,68.0,126.8,apple,hardy,0,21,1,18.1,0
26.8,73.0,94.0,tomato,normal,1,15,2,7.6,0
28.8,33.8,278.8,onion,hardy,0,25,3,14.5,0
38.1,90.2,49.6,apple,hardy,0,28,2,17.0,0
16.0,64.0,146.1,carrot,normal,1,15,3,14.6,0
9.9,55.3,124.1,berries,fragile,2,4,1,3.4,0
37.8,77.9,137.9,carrot,normal,1,8,2,0.5,1
15.5,43.9,12.3,onion,hardy,0,24,3,33.4,0
28.7,72.9,184.8,potato,hardy,0,29,1,18.1,0
29.5,46.7,169.7,leafy_vegetables,fragile,2,1,3,0.5,0
22.7,44.5,163.9,onion,hardy,0,25,2,21.2,0
8.2,45.6,263.3,tomato,normal,1,11,1,9.5,0
37.3,73.6,279.4,tomato,normal,1,11,2,0.5,1
24.8,39.7,141.3,potato,hardy,0,21,2,18.3,0
11.7,31.0,126.0,leafy_vegetables,fragile,2,5,2,9.2,0
25.1,75.2,277.4,berries,fragile,2,2,1,0.5,1
15.9,61.9,232.1,milk,fragile,2,2,1,0.5,1
9.6,68.7,135.4,onion,hardy,0,21,1,22.9,0
30.1,79.1,27.6,onion,hardy,0,27,2,21.1,0
14.4,89.3,111.1,milk,fragile,2,2,2,0.5,1
23.6,56.5,82.9,banana,normal,1,15,2,12.7,0
20.4,60.6,231.1,apple,hardy,0,26,3,15.6,0
38.3,81.6,13.0,milk,fragile,2,3,2,0.5,1
30.6,94.3,82.5,tomato,normal,1,11,2,1.0,1
30.7,36.8,237.0,apple,hardy,0,26,3,18.5,0
35.1,91.9,127.6,berries,fragile,2,4,1,0.5,1
20.4,78.5,62.2,potato,hardy,0,19,3,19.1,0
22.8,56.7,260.0,onion,hardy,0,17,3,9.8,0
37.9,54.9,134.6,carrot,normal,1,14,2,3.2,1
28.5,60.5,104.7,apple,hardy,0,29,2,21.5,0
5.8,69.6,111.0,milk,fragile,2,3,2,5.9,0
11.3,73.1,202.0,leafy_vegetables,fragile,2,4,3,3.8,0
16.5,64.7,19.4,berries,fragile,2,3,1,2.7,0
30.1,91.3,208.3,milk,fragile,2,2,2,0.5,1
14.8,47.8,53.2,apple,hardy,0,17,2,21.5,0
18.4,51.2,72.0,berries,fragile,2,2,2,1.0,0
27.4,69.5,46.9,banana,normal,1,12,1,5.4,0
32.4,49.6,154.2,apple,hardy,0,19,1,7.2,0
31.4,88.6,274.7,tomato,normal,1,12,3,0.5,1
14.6,84.3,88.9,carrot,normal,1,5,1,1.7,0
20.0,58.7,20.6,onion,hardy,0,24,2,25.6,0
15.4,84.7,4.1,berries,fragile,2,2,3,5.4,0
28.0,84.3,168.0,milk,fragile,2,5,3,0.5,1
5.7,62.6,176.9,banana,normal,1,15,3,18.4,0
16.1,92.6,105.1,potato,hardy,0,20,2,17.1,0
25.3,30.1,270.3,potato,hardy,0,15,1,5.2,0
36.4,47.9,82.7,apple,hardy,0,17,1,5.5,0
12.3,51.1,191.3,leafy_vegetables,fragile,2,5,2,7.2,0
9.0,39.0,90.7,banana,normal,1,7,3,16.3,0
14.2,45.9,289.8,carrot,normal,1,12,2,7.3,0
38.2,52.2,132.7,carrot,normal,1,7,2,0.5,1
34.9,46.5,92.7,apple,hardy,0,15,1,7.0,0
19.4,52.6,35.8,milk,fragile,2,2,2,1.6,0
38.1,94.2,142.6,onion,hardy,0,30,3,16.7,0
21.3,91.9,283.5,milk,fragile,2,3,2,0.5,1
38.1,69.2,174.1,apple,hardy,0,30,1,16.9,0
38.1,50.4,133.3,potato,hardy,0,15,3,4.8,0
16.9,62.7,139.5,potato,hardy,0,25,2,23.0,0
31.0,89.6,255.4,banana,normal,1,15,2,0.5,1
34.5,68.8,217.6,berries,fragile,2,1,2,0.5,0
27.9,31.2,39.1,leafy_vegetables,fragile,2,2,3,2.3,0
18.0,45.9,219.0,leafy_vegetables,fragile,2,1,1,0.5,0
37.3,90.6,73.3,potato,hardy,0,19,2,7.6,0
31.1,60.4,69.1,onion,hardy,0,16,2,9.5,0
18.3,31.2,217.7,milk,fragile,2,5,1,0.5,1
10.9,72.4,184.0,milk,fragile,2,4,2,2.1,0
30.7,47.5,135.1,leafy_vegetables,fragile,2,2,1,0.5,1
36.1,84.9,89.8,berries,fragile,2,4,2,0.5,1
8.5,57.0,92.3,carrot,normal,1,13,3,20.9,0
29.6,46.9,282.6,apple,hardy,0,16,2,2.2,1
25.8,68.3,205.6,apple,hardy,0,19,1,4.6,1
9.6,92.6,190.8,apple,hardy,0,29,3,25.9,0
32.5,49.3,164.0,carrot,normal,1,11,2,0.5,1
19.6,79.3,118.6,milk,fragile,2,5,2,0.5,1
5.9,56.0,295.8,banana,normal,1,6,2,2.0,0
18.7,48.2,279.5,milk,fragile,2,5,1,0.5,1
12.4,85.7,18.5,berries,fragile,2,4,3,6.6,0
30.4,50.4,248.8,potato,hardy,0,18,3,8.2,0
7.5,65.2,266.9,berries,fragile,2,4,2,1.7,0
37.9,49.1,125.3,onion,hardy,0,24,3,12.3,0
6.9,55.9,81.9,onion,hardy,0,15,1,20.8,0
35.9,40.4,102.5,carrot,normal,1,11,3,4.5,0
25.9,85.6,115.1,leafy_vegetables,fragile,2,4,2,0.5,1
37.8,56.2,212.9,apple,hardy,0,16,3,1.8,1
17.9,51.9,76.5,tomato,normal,1,5,3,7.7,0
34.8,88.9,152.4,apple,hardy,0,24,3,10.6,0
33.4,61.3,135.7,apple,hardy,0,23,2,13.8,0
38.4,41.7,217.5,carrot,normal,1,8,1,0.5,1
23.4,44.5,102.0,banana,normal,1,9,3,6.0,0
20.1,82.5,79.8,banana,normal,1,5,3,2.2,0
36.1,82.5,156.6,leafy_vegetables,fragile,2,3,1,0.5,1
27.7,89.6,204.3,berries,fragile,2,3,2,0.5,1
5.8,53.1,222.2,carrot,normal,1,8,2,10.2,0
38.7,50.9,144.4,milk,fragile,2,4,1,0.5,1
10.3,75.5,78.0,berries,fragile,2,1,1,3.6,0
10.8,32.2,116.3,apple,hardy,0,26,2,29.9,0
33.0,53.5,66.0,tomato,normal,1,10,3,5.3,0
7.3,33.2,35.6,milk,fragile,2,2,1,8.4,0
22.0,52.3,126.1,berries,fragile,2,2,2,0.5,1
19.0,94.1,246.5,onion,hardy,0,25,3,16.9,0
8.5,52.9,121.5,carrot,normal,1,15,2,17.6,0
38.3,79.5,129.4,apple,hardy,0,29,1,11.1,0
21.0,82.9,114.8,onion,hardy,0,19,3,16.8,0
7.7,31.9,265.4,apple,hardy,0,15,3,15.2,0
18.9,57.0,52.5,potato,hardy,0,15,3,14.5,0
36.0,42.9,224.8,onion,hardy,0,27,1,13.8,0
9.1,79.1,30.3,milk,fragile,2,4,2,7.2,0
36.0,32.9,51.3,onion,hardy,0,18,3,15.0,0
39.0,65.9,141.0,leafy_vegetables,fragile,2,2,3,0.5,1
38.2,94.8,113.2,tomato,normal,1,6,2,0.5,1
23.8,66.5,115.8,milk,fragile,2,1,1,0.5,0
31.9,40.7,226.2,potato,hardy,0,18,3,9.0,0
39.1,42.6,246.8,carrot,normal,1,14,3,0.5,1
15.7,60.9,135.4,leafy_vegetables,fragile,2,2,1,0.5,1
30.0,49.0,97.4,potato,hardy,0,15,3,10.1,0
6.5,45.9,35.2,banana,normal,1,8,1,15.9,0
25.4,90.8,260.4,potato,hardy,0,29,2,13.6,0
35.4,71.6,134.8,milk,fragile,2,1,3,0.5,0
5.4,31.4,3.5,banana,normal,1,14,3,26.4,0
11.8,32.8,48.9,berries,fragile,2,4,2,9.8,0
15.7,93.4,211.6,berries,fragile,2,5,1,0.5,1
34.6,73.6,220.1,potato,hardy,0,17,3,5.8,0
7.4,73.8,299.2,apple,hardy,0,15,1,6.9,0
39.8,37.5,218.1,tomato,normal,1,12,1,0.5,1
38.8,91.2,59.0,berries,fragile,2,2,3,0.5,1
37.3,72.7,131.5,milk,fragile,2,5,3,0.5,1
9.6,45.7,73.8,potato,hardy,0,21,2,27.6,0
40.0,84.5,222.2,carrot,normal,1,11,3,0.5,1
34.5,47.0,30.2,potato,hardy,0,30,2,22.0,0
7.2,88.7,244.4,apple,hardy,0,23,2,16.2,0
17.8,64.6,286.3,leafy_vegetables,fragile,2,2,3,0.5,1
14.6,70.7,248.6,berries,fragile,2,5,2,0.5,1
7.8,31.4,189.0,apple,hardy,0,24,2,27.3,0
26.9,83.7,281.1,onion,hardy,0,15,1,0.5,1
9.8,37.8,210.3,milk,fragile,2,4,1,2.9,0
27.6,69.0,105.7,onion,hardy,0,30,3,23.9,0
32.8,45.7,138.7,apple,hardy,0,26,3,19.8,0
23.4,36.2,121.2,berries,fragile,2,3,3,3.7,0
13.0,36.6,125.0,berries,fragile,2,5,1,7.3,0
9.6,37.5,15.4,carrot,normal,1,11,3,21.9,0
33.8,45.0,30.4,carrot,normal,1,14,2,6.5,0
13.4,74.8,170.1,leafy_vegetables,fragile,2,5,3,2.7,0
11.5,81.5,125.4,banana,normal,1,14,3,13.2,0
14.1,78.8,111.6,milk,fragile,2,3,1,0.5,1
24.2,76.9,298.0,onion,hardy,0,25,1,9.9,0
34.6,74.1,286.3,banana,normal,1,6,3,0.5,1
34.7,50.1,59.7,milk,fragile,2,4,1,0.5,1
16.2,55.2,187.2,onion,hardy,0,15,3,12.1,0
6.0,75.2,242.4,carrot,normal,1,11,1,7.3,0
20.0,92.9,217.5,tomato,normal,1,11,1,0.5,1
29.0,84.5,212.6,milk,fragile,2,2,2,0.5,1
28.8,76.8,26.4,banana,normal,1,13,1,7.0,0
35.4,59.2,293.8,berries,fragile,2,1,3,0.5,0
14.2,43.3,80.0,tomato,normal,1,14,1,15.4,0
16.5,75.9,203.0,carrot,normal,1,15,1,10.7,0
20.7,50.1,151.2,banana,normal,1,12,2,8.8,0
12.6,33.2,88.4,apple,hardy,0,28,3,32.2,0
21.0,81.5,8.2,tomato,normal,1,15,2,14.4,0
33.3,40.4,84.1,apple,hardy,0,17,2,12.8,0
22.8,82.7,131.7,onion,hardy,0,25,2,19.1,0
38.3,81.5,174.0,carrot,normal,1,7,1,0.5,1
24.7,71.4,291.8,berries,fragile,2,3,1,0.5,1
21.7,89.8,217.5,leafy_vegetables,fragile,2,2,2,0.5,1
25.5,66.0,104.6,carrot,normal,1,7,2,0.5,1
7.4,58.6,76.5,apple,hardy,0,23,1,28.8,0
30.9,86.0,104.2,banana,normal,1,14,3,6.2,0
28.1,56.4,79.3,onion,hardy,0,28,1,20.7,0
15.4,57.7,56.6,carrot,normal,1,8,2,11.7,0
33.7,94.7,23.9,berries,fragile,2,2,3,0.5,1
20.9,68.7,292.2,banana,normal,1,7,2,0.5,1
39.6,73.6,139.6,banana,normal,1,10,2,0.5,1
34.3,44.9,11.6,apple,hardy,0,15,1,8.0,0
8.5,68.2,136.2,banana,normal,1,9,2,10.1,0
38.5,80.6,221.3,onion,hardy,0,15,2,0.5,1
9.8,73.8,179.2,apple,hardy,0,26,1,21.4,0
27.0,65.6,70.1,carrot,normal,1,8,1,1.1,1
31.4,66.0,109.3,onion,hardy,0,21,2,12.1,0
22.0,36.9,84.1,leafy_vegetables,fragile,2,3,2,3.1,0
20.3,83.5,277.2,onion,hardy,0,15,3,6.1,0
11.1,72.8,292.7,milk,fragile,2,5,1,0.5,1
36.3,80.5,215.8,onion,hardy,0,28,3,13.3,0
20.5,61.9,205.1,onion,hardy,0,28,1,23.4,0
7.6,34.8,59.6,onion,hardy,0,22,2,30.2,0
34.8,53.1,69.6,potato,hardy,0,18,3,14.3,0
7.4,32.1,181.9,onion,hardy,0,20,2,26.2,0
6.9,85.6,278.3,banana,normal,1,12,1,5.7,0
8.7,43.6,291.1,tomato,normal,1,7,1,4.2,0
32.9,68.7,95.0,onion,hardy,0,18,2,9.9,0
33.8,93.8,123.9,leafy_vegetables,fragile,2,3,2,0.5,1
10.9,81.4,194.9,potato,hardy,0,20,2,16.2,0
34.3,92.4,13.2,carrot,normal,1,12,2,3.2,1
38.1,72.0,65.6,apple,hardy,0,18,3,8.8,0
12.5,68.9,234.3,banana,normal,1,10,2,6.8,0
26.9,87.8,63.7,carrot,normal,1,5,2,0.5,1
20.1,92.0,62.5,berries,fragile,2,3,3,1.2,0
19.8,73.5,6.1,milk,fragile,2,2,2,2.5,0
35.0,54.4,139.1,berries,fragile,2,3,1,0.5,1
36.3,92.8,265.6,leafy_vegetables,fragile,2,4,2,0.5,1
